catcher_id,jobma_catcher_status,jobma_catcher_type,subscription_status,subscription_type,referral_credit,is_premium,sub_user,company_size,per_sub_user,number_of_logins,jobma_login_status,days_since_login,wallet_sum,plan_type,is_unlimited,subscription_sum,subscription_count,currency,premium_plan_id,pre_recorded_kit_counts,number_of_jobs_posted,number_of_invitations,number_of_pitcher_applied,pre_rec_interviews_counts,live_interviews_counts,ai_kit_counts,ai_interviews_counts
2565,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1887.0,300.0,1.0,0.0,260.0,3.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1887.0,300.0,0.0,0.0,218.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,1,1,1,0,0,1,14,26-100,100.0,1.0,0.0,1885.0,501.0,0.0,0.0,500.0,5.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,1,1,2,0,0,1,3,26-100,60.0,1.0,0.0,1887.0,200.0,1.0,0.0,282.3,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,1,1,2,0,0,1,5,1-25,60.0,1.0,0.0,1887.0,709.0,1.0,0.0,11800.0,1.0,1,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
2570,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1887.0,896.0,1.0,0.0,600.0,1.0,1,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0
2571,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1887.0,1000.0,0.0,0.0,209.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1887.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1887.0,250.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,1,1,2,0,0,1,4,101-500,60.0,1.0,0.0,1887.0,100.0,1.0,0.0,139.24,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,1,1,2,0,0,1,4,26-100,100.0,1.0,0.0,1885.0,200.0,0.0,0.0,236.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,0,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1885.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1887.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1887.0,45.0,1.0,0.0,12559.18,9.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1887.0,100.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,1,1,2,0,0,1,4,1-25,60.0,1.0,0.0,1887.0,200.0,1.0,0.0,200.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1887.0,250.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1887.0,100.0,0.0,0.0,100.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1887.0,200.0,0.0,0.0,100.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,0,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1887.0,600.0,0.0,0.0,100.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1885.0,650.0,0.0,0.0,199.0,1.0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,1,1,2,0,0,1,3,26-100,60.0,1.0,0.0,1886.0,100.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1886.0,100.0,0.0,0.0,100.0,1.0,0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
2591,1,1,2,0,0,1,3,101-500,60.0,1.0,0.0,1886.0,1000.0,1.0,0.0,5900.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1886.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,1,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1886.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,1,1,2,0,0,1,2,1-25,60.0,1.0,0.0,1886.0,100.0,1.0,0.0,236.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,1,1,2,0,0,1,2,101-500,60.0,1.0,0.0,1885.0,100.0,1.0,0.0,236.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,1,1,2,0,0,1,4,26-100,60.0,1.0,0.0,1885.0,100.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1885.0,550.0,0.0,0.0,1050.0,2.0,0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2605,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1886.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,1,1,2,0,0,1,2,101-500,60.0,1.0,0.0,1885.0,300.0,1.0,0.0,2360.0,1.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,1,1,2,0,0,0,1,101-500,100.0,1.0,0.0,1885.0,2300.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2611,1,1,2,0,0,1,4,101-500,60.0,1.0,0.0,1885.0,1500.0,1.0,0.0,5310.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,1,1,2,0,0,1,2,1-25,100.0,1.0,0.0,1885.0,200.0,0.0,0.0,3500.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,1,1,2,0,0,1,102,500-1000,100.0,1.0,0.0,1885.0,202.0,0.0,0.0,2500.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1885.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620,1,1,2,0,0,1,2,1-25,100.0,1.0,0.0,1885.0,100.0,0.0,0.0,1000.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2621,1,1,2,0,0,0,1,101-500,100.0,1.0,0.0,1885.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1885.0,15.0,1.0,0.0,14.16,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1885.0,15.0,1.0,0.0,12.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,1,1,2,0,0,1,123,26-100,60.0,1.0,0.0,1885.0,100.0,1.0,0.0,1000.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1883.0,544.0,0.0,0.0,199.0,1.0,0,3.0,2.0,1.0,6.0,4.0,4.0,0.0,0.0,0.0
2627,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1883.0,497.0,1.0,0.0,12420.8,4.0,1,3.0,3.0,1.0,7.0,3.0,3.0,0.0,0.0,0.0
2629,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1568.0,5.0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,1,1,2,0,0,0,1,101-500,100.0,1.0,0.0,1883.0,0.0,0.0,0.0,123.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1883.0,1.0,0.0,0.0,123.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,1,1,2,0,0,1,13,500-1000,100.0,1.0,0.0,1880.0,312.0,0.0,0.0,23.8,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1862.0,100.0,0.0,0.0,199.0,1.0,0,3.0,1.0,5.0,54.0,0.0,0.0,0.0,0.0,0.0
2634,1,1,2,0,0,0,1,1-25,60.0,2.0,0.0,1830.0,25.0,1.0,0.0,11800.0,1.0,1,3.0,6.0,5.0,16.0,8.0,7.0,1.0,0.0,0.0
2635,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1880.0,649.0,0.0,0.0,199.0,1.0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2636,1,1,2,0,0,0,1,500-1000,100.0,1.0,0.0,1880.0,301.0,0.0,0.0,299.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1879.0,547.0,0.0,0.0,199.0,1.0,0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2640,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1879.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1879.0,250.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,1,1,2,0,0,1,12,26-100,100.0,1.0,0.0,1879.0,550.0,0.0,0.0,209.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1879.0,200.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1878.0,550.0,0.0,0.0,199.0,1.0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1878.0,310.0,1.0,0.0,11800.0,1.0,1,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,1,1,2,0,0,0,999,26-100,10000.0,1.0,0.0,1065.0,500000.0,1.0,1.0,8400.6,3.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1878.0,800.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,100.0,1.0,0.0,23.6,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1878.0,693.0,1.0,0.0,23.6,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,1,1,2,0,0,1,2,1-25,100.0,1.0,0.0,1878.0,650.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,1,1,2,0,0,1,2,101-500,100.0,1.0,0.0,1878.0,100.0,0.0,0.0,500.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,1,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1878.0,100.0,0.0,0.0,500.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,1,1,2,0,0,1,3,101-500,100.0,1.0,0.0,1878.0,100.0,0.0,0.0,500.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1878.0,150.0,0.0,0.0,250.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,1,1,2,0,0,1,3,26-100,100.0,1.0,0.0,1878.0,300.0,0.0,0.0,5200.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1878.0,700.0,0.0,0.0,499.0,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1878.0,700.0,0.0,0.0,499.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1878.0,600.0,0.0,0.0,299.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,1,1,2,0,0,1,3,101-500,100.0,1.0,0.0,1878.0,650.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,60.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,60.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,5.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,4.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,99.0,1.0,0.0,11.8,1.0,1,3.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0
2674,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,12.0,1.0,0.0,249.0,4.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1878.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,60.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,149.0,1.0,0.0,228.0,3.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2679,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1878.0,20.0,0.0,0.0,100.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1878.0,20.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,1,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1878.0,30.0,0.0,0.0,10.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1878.0,650.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1878.0,299.0,1.0,0.0,41.3,1.0,1,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
2685,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1877.0,403.0,1.0,0.0,53100.0,1.0,1,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
2686,1,1,2,0,0,1,3,26-100,60.0,1.0,0.0,1877.0,50.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,1,1,2,0,0,1,3,1-25,60.0,1.0,0.0,1877.0,50.0,1.0,0.0,100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1877.0,293.0,1.0,0.0,53100.0,1.0,1,3.0,11.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0
2692,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1873.0,100.0,1.0,0.0,23.6,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1871.0,300.0,1.0,0.0,53100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1871.0,60.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1870.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,1,1,2,0,0,1,2,1-25,60.0,1.0,0.0,1869.0,100.0,1.0,0.0,100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,1,1,2,0,0,1,2,1-25,60.0,1.0,0.0,1869.0,100.0,1.0,0.0,100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,1,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1868.0,199.0,0.0,0.0,200.0,2.0,0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
2705,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1868.0,100.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2706,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1866.0,0.0,0.0,0.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707,1,1,2,0,0,1,2,26-100,100.0,1.0,0.0,1866.0,0.0,0.0,0.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2708,1,1,2,0,0,1,2,101-500,100.0,1.0,0.0,1866.0,100.0,0.0,0.0,10.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1866.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1866.0,0.0,0.0,0.0,10.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1866.0,12.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,1,1,2,0,0,1,1,1-25,100.0,1.0,0.0,1866.0,0.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,1,1,2,0,0,1,2,1-25,100.0,1.0,0.0,1866.0,200.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714,1,1,2,0,0,1,1,101-500,100.0,1.0,0.0,1866.0,8.0,0.0,0.0,9.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1866.0,12.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,1,1,2,0,0,0,1,101-500,100.0,1.0,0.0,1865.0,550.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,1,1,2,0,0,1,1,1-25,60.0,1.0,0.0,1866.0,30.0,1.0,0.0,12.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1866.0,30.0,1.0,0.0,12.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1866.0,100.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1865.0,1150.0,0.0,0.0,199.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2726,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1865.0,0.0,0.0,0.0,19.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1865.0,700.0,0.0,0.0,19.0,1.0,0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
2728,1,1,2,0,0,1,5,26-100,100.0,1.0,0.0,1865.0,14.0,0.0,0.0,137.0,3.0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,1,1,2,0,0,1,1000,26-100,60.0,1.0,0.0,1865.0,139.0,1.0,0.0,1000.0,1.0,1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2735,1,1,2,0,0,1,4,101-500,60.0,1.0,0.0,1865.0,90.0,1.0,0.0,23.6,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,1,1,2,0,0,1,1,1-25,100.0,1.0,0.0,1793.0,97.0,0.0,0.0,199.0,1.0,0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1865.0,0.0,0.0,0.0,10.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1865.0,0.0,0.0,0.0,10.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,1,1,2,0,0,0,1,26-100,100.0,1.0,0.0,1865.0,0.0,0.0,0.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,1,1,2,0,0,0,1,1-25,100.0,1.0,0.0,1865.0,0.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1865.0,300.0,1.0,0.0,53100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,1,1,2,0,0,1,1,1-25,100.0,1.0,0.0,1864.0,1.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,1,1,2,0,0,1,0,101-500,100.0,1.0,0.0,1864.0,1.0,0.0,0.0,12.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,1,1,2,0,0,1,1,101-500,100.0,1.0,0.0,1864.0,500.0,0.0,0.0,5000.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1864.0,100.0,1.0,0.0,1000.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,1,1,2,0,0,1,0,1-25,60.0,1.0,0.0,1864.0,0.0,1.0,0.0,100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,1,1,2,0,0,1,1,26-100,100.0,1.0,0.0,1864.0,0.0,0.0,0.0,100.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,1,1,2,0,0,1,4,26-100,60.0,1.0,0.0,1864.0,78.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,1,1,2,0,0,1,0,500-1000,60.0,1.0,0.0,1864.0,100.0,1.0,0.0,1180.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,1,1,2,0,0,1,0,26-100,60.0,1.0,0.0,1864.0,15.0,1.0,0.0,12.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,1,1,2,0,0,1,2,26-100,60.0,1.0,0.0,1864.0,105.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1801.0,95.0,1.0,0.0,11800.0,1.0,1,3.0,5.0,2.0,19.0,16.0,16.0,0.0,0.0,0.0
2761,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1863.0,164.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,1,1,2,0,0,0,1,101-500,60.0,1.0,0.0,1864.0,104.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,1,1,2,0,0,0,1,1-25,60.0,1.0,0.0,1863.0,4.0,1.0,0.0,118.0,1.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,1,1,2,0,0,0,1,101-500,60.0,2.0,0.0,1863.0,300.0,1.0,0.0,53100.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1863.0,60.0,1.0,0.0,11.8,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766,1,1,2,0,0,1,4,26-100,60.0,1.0,0.0,1863.0,470.0,1.0,0.0,11800.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,1,1,2,0,0,0,1,26-100,60.0,1.0,0.0,1863.0,4.0,1.0,0.0,118.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
