catcher_id,subscription_amount,credit_given,currency_val,times_of_subscription
1282,99.0,0,1.0,1
1283,99.0,0,1.0,1
1284,99.0,0,1.0,1
1285,99.0,0,1.0,1
1286,99.0,0,1.0,1
1287,99.0,0,1.0,1
1288,99.0,0,1.0,1
1289,99.0,0,1.0,1
1290,99.0,0,1.0,1
1291,99.0,0,1.0,1
1292,99.0,0,1.0,1
1293,0.0,0,1.0,1
1295,99.0,0,1.0,1
1303,99.0,0,1.0,1
1304,99.0,0,1.0,1
1305,0.0,0,1.0,1
1307,0.0,0,1.0,1
1308,0.0,0,1.0,1
1309,0.0,0,1.0,1
1310,99.0,0,1.0,1
1312,0.0,0,1.0,1
1313,99.0,0,1.0,1
1314,99.0,0,1.0,1
1316,99.0,0,1.0,1
1341,99.0,0,1.0,1
1342,99.0,0,1.0,1
1343,99.0,0,1.0,1
1344,99.0,0,1.0,1
1345,99.0,0,1.0,1
1346,99.0,0,1.0,1
1347,99.0,0,1.0,1
1348,99.0,0,1.0,1
1350,99.0,0,1.0,1
1351,99.0,0,1.0,1
1352,99.0,0,1.0,1
1353,99.0,0,1.0,1
1354,99.0,0,1.0,1
1355,99.0,0,1.0,1
1356,99.0,0,1.0,1
903,99.0,0,1.0,6
904,99.0,0,1.0,6
905,99.0,0,1.0,6
1357,99.0,0,1.0,1
1358,99.0,0,1.0,1
1359,99.0,0,1.0,1
907,99.0,0,1.0,6
1361,0.0,0,1.0,1
1363,99.0,0,1.0,1
1364,0.0,0,1.0,2
1364,99.0,0,1.0,2
1365,99.0,0,1.0,1
1366,0.0,0,1.0,1
1367,99.0,0,1.0,1
1368,99.0,0,1.0,1
1369,99.0,0,1.0,1
1372,99.0,0,1.0,3
1373,99.0,0,1.0,1
1375,0.0,0,70.75,1
1376,0.0,0,70.68,1
1377,99.0,0,1.0,1
1371,99.0,0,1.0,12
1394,99.0,0,70.69,1
1395,99.0,0,1.0,1
1396,99.0,0,1.0,1
1400,99.0,0,1.0,1
1401,99.0,0,1.0,1
1402,99.0,0,1.0,1
1403,99.0,0,1.0,1
1404,99.0,0,1.0,1
1405,99.0,0,1.0,1
1406,99.0,0,1.0,4
1407,99.0,0,1.0,1
1408,99.0,0,1.0,1
1409,99.0,0,1.0,1
1410,99.0,0,1.0,5
1411,99.0,0,1.0,1
1412,99.0,0,1.0,1
1413,99.0,0,1.0,1
1414,99.0,0,1.0,1
1417,0.0,0,69.75,1
1418,0.0,0,69.75,1
1419,0.0,0,69.75,1
1420,0.0,0,1.0,1
1421,0.0,0,1.0,1
1422,99.0,0,1.0,1
1423,0.0,0,1.0,1
1424,0.0,0,1.0,1
1425,0.0,0,1.0,1
1426,0.0,0,1.0,1
1427,0.0,0,1.0,1
1428,0.0,0,1.0,1
1429,0.0,0,1.0,1
1430,0.0,0,70.01,1
1431,99.0,0,1.0,1
1432,99.0,0,1.0,1
1433,0.0,0,1.0,1
1434,0.0,0,1.0,1
1435,99.0,0,1.0,1
1436,99.0,0,1.0,1
1437,99.0,0,1.0,1
1438,99.0,0,1.0,1
1439,99.0,0,1.0,1
1440,99.0,0,1.0,1
1441,0.0,0,1.0,1
1443,99.0,0,1.0,1
1444,0.0,0,1.0,1
1445,99.0,0,1.0,1
1446,0.0,0,70.5,1
1447,0.0,0,70.5,1
1448,0.0,0,70.47,1
1449,99.0,0,1.0,1
1450,99.0,0,1.0,1
1451,99.0,0,1.0,1
1452,0.0,0,70.54,1
1453,0.0,0,70.54,1
1454,0.0,0,1.0,1
1455,0.0,0,70.5,1
1458,0.0,0,71.02,1
1459,0.0,0,71.02,1
1460,0.0,0,70.96,1
1461,0.0,0,70.96,1
1462,0.0,0,70.96,1
1463,0.0,0,70.82,1
1464,0.0,0,70.86,1
1465,0.0,0,70.86,1
1466,0.0,0,1.0,1
1467,0.0,0,70.89,1
1468,99.0,0,1.0,1
1469,0.0,0,70.65,1
1470,0.0,0,1.0,3
1471,0.0,0,1.0,1
1472,0.0,0,71.38,4
1472,0.0,0,1.0,4
1406,122.0,0,1.0,4
1477,99.0,0,1.0,1
1478,99.0,0,1.0,1
1479,99.0,0,71.38,1
1480,99.0,0,1.0,1
1481,99.0,0,1.0,1
1482,99.0,0,1.0,1
1483,99.0,0,1.0,1
1484,0.0,0,71.87,1
1485,0.0,0,71.87,1
1487,99.0,0,1.0,1
1488,99.0,0,1.0,1
1489,99.0,0,1.0,1
1490,0.0,0,1.0,3
1520,99.0,0,1.0,1
1525,99.0,0,1.0,2
1528,0.0,0,70.2,1
1547,0.0,0,1.0,1
1276,199.0,0,1.0,11
1406,199.0,0,1.0,4
1582,199.0,0,1.0,1
1583,199.0,0,1.0,1
1584,199.0,0,1.0,2
1585,199.0,0,1.0,1
1586,199.0,0,1.0,1
1587,199.0,0,1.0,1
1589,0.0,0,71.03,1
1592,199.0,0,1.0,1
1593,199.0,0,1.0,1
1594,199.0,0,1.0,1
1595,0.0,0,71.19,1
1598,0.0,0,71.21,1
1599,199.0,0,1.0,1
1600,0.0,0,71.27,1
1602,199.0,0,1.0,1
1603,199.0,0,1.0,1
1605,199.0,0,1.0,1
1606,199.0,0,1.0,1
1607,199.0,0,1.0,1
1608,199.0,0,1.0,1
1609,199.0,0,1.0,1
1610,199.0,0,1.0,1
1611,199.0,0,1.0,1
1612,199.0,0,1.0,1
1613,199.0,0,1.0,1
1614,199.0,0,1.0,1
1615,199.0,0,1.0,1
1616,199.0,0,1.0,1
1617,199.0,0,1.0,1
1618,0.0,0,71.15,1
1619,199.0,0,1.0,1
1620,199.0,0,1.0,1
1621,199.0,0,1.0,1
1627,199.0,0,1.0,1
1636,199.0,0,1.0,1
1637,199.0,0,1.0,1
1638,0.0,0,1.0,1
1639,0.0,0,1.0,1
1640,199.0,0,1.0,1
1641,199.0,0,1.0,1
1642,199.0,0,1.0,1
1643,0.0,0,71.18,1
1644,199.0,0,1.0,1
1645,0.0,0,71.18,1
1646,199.0,0,1.0,1
1647,199.0,0,1.0,1
1653,0.0,0,70.92,1
1655,199.0,0,1.0,3
1657,0.0,0,1.0,1
1655,100.0,0,1.0,3
1655,50.0,0,1.0,3
1658,199.0,0,1.0,1
1660,199.0,0,1.0,1
1661,0.0,0,70.86,1
1670,0.0,0,70.89,1
1674,199.0,0,1.0,1
1683,199.0,0,1.0,1
1684,199.0,0,1.0,1
1490,199.0,0,1.0,3
1691,199.0,0,1.0,1
1692,199.0,0,1.0,16
1693,199.0,0,1.0,1
1371,199.0,0,1.0,12
1697,199.0,0,1.0,1
1700,199.0,0,1.0,1
1702,199.0,0,1.0,1
1703,199.0,0,1.0,1
1705,0.0,0,68.54,1
1706,0.0,0,68.54,1
1710,199.0,0,1.0,1
1713,199.0,0,1.0,1
1715,199.0,0,1.0,1
1717,199.0,0,1.0,1
1719,0.0,0,69.18,1
1722,199.0,0,1.0,1
1724,199.0,0,1.0,1
1725,199.0,0,1.0,1
1726,199.0,0,1.0,1
1727,0.0,0,1.0,1
1728,199.0,0,1.0,1
1729,0.0,0,1.0,1
1730,199.0,0,1.0,1
1742,199.0,0,1.0,1
1743,0.0,0,1.0,3
1743,100.0,0,1.0,3
1745,199.0,0,1.0,1
1746,0.0,0,1.0,1
1748,199.0,0,1.0,1
1762,0.0,0,1.0,1
1763,0.0,0,1.0,1
1766,199.0,0,1.0,1
1769,199.0,0,1.0,1
1770,0.0,0,1.0,1
1774,0.0,0,1.0,1
1776,199.0,0,1.0,1
1778,199.0,0,1.0,1
1781,199.0,0,1.0,1
1782,199.0,0,1.0,1
1785,199.0,0,1.0,1
1787,0.0,0,1.0,1
1796,199.0,0,1.0,1
1800,199.0,0,1.0,1
1801,199.0,0,1.0,1
1802,199.0,0,1.0,1
1810,199.0,0,1.0,1
1811,199.0,0,1.0,1
1828,199.0,0,1.0,2
1839,0.0,0,1.0,10
1841,199.0,0,1.0,1
1842,199.0,0,1.0,2
1843,199.0,0,1.0,1
1850,199.0,0,1.0,1
1851,199.0,0,1.0,1
1852,199.0,0,1.0,1
1853,199.0,0,1.0,1
1854,199.0,0,1.0,1
1856,0.0,0,1.0,1
1858,0.0,0,1.0,1
1859,0.0,0,1.0,2
1859,99.0,0,1.0,2
1867,199.0,0,1.0,1
1868,0.0,0,1.0,1
1870,0.0,0,1.0,1
1873,199.0,0,1.0,238
1876,0.0,0,1.0,1
1204,199.0,0,1.0,2
1877,0.0,0,1.0,1
1878,199.0,0,1.0,2
1883,199.0,0,1.0,4
1873,10.0,0,1.0,238
1883,20.0,0,1.0,4
1692,100.0,0,1.0,16
1883,466.0,0,1.0,4
1873,1.0,0,1.0,238
1885,0.0,0,1.0,3
1885,1.0,0,1.0,3
1888,199.0,0,1.0,17
1888,1.0,0,1.0,17
1888,2.0,0,1.0,17
1888,10.0,0,1.0,17
1888,3.0,0,1.0,17
1889,199.0,0,1.0,4
1889,1.0,0,1.0,4
1888,4.0,0,1.0,17
1890,0.0,0,1.0,14
1890,10.0,0,1.0,14
1890,1.0,0,1.0,14
1890,122.0,0,1.0,14
1890,66.0,0,1.0,14
1890,12.0,0,1.0,14
1891,199.0,0,1.0,13
1891,1.0,0,1.0,13
1891,10.0,0,1.0,13
1891,2.0,0,1.0,13
1891,3.0,0,1.0,13
1891,4.0,0,1.0,13
1891,5.0,0,1.0,13
1891,6.0,0,1.0,13
1828,1.0,0,1.0,2
1878,100.0,0,1.0,2
1895,0.0,0,1.0,1
1896,0.0,0,1.0,1
1897,199.0,0,1.0,2
1897,22.0,0,1.0,2
1873,122.0,0,1.0,238
1900,199.0,0,1.0,1
1903,10.0,0,1.0,1
1904,10.0,0,1.0,1
1906,66.0,0,1.0,1
1907,66.0,0,1.0,1
1909,1.0,0,1.0,1
1910,344.0,0,1.0,1
1911,0.0,0,1.0,1
1912,0.0,0,1.0,1
1913,0.0,0,1.0,1
1914,10.0,0,1.0,1
1915,120.0,0,1.0,1
1916,120.0,0,1.0,1
1917,30.0,0,1.0,1
1873,20.0,0,1.0,238
1692,66.0,0,1.0,16
1918,0.0,0,1.0,1
1919,10.0,0,1.0,1
1920,0.0,0,1.0,1
1921,0.0,0,1.0,1
1922,0.0,0,1.0,1
1923,0.0,0,1.0,1
1924,199.0,0,1.0,2
1873,36.0,0,1.0,238
1925,0.0,0,1.0,1
1926,0.0,0,1.0,1
1927,0.0,0,1.0,3
1927,199.0,0,1.0,3
1928,199.0,0,1.0,1
1929,0.0,0,1.0,1
1930,10.0,0,1.0,2
1931,0.0,0,1.0,1
1873,56.0,0,1.0,238
