catcher_id,subscription_sum,subscription_count,currency
2480,140.0,1,0
2481,125.0,1,1
2482,230.0,1,1
2483,592.0,1,1
2484,592.0,1,1
2485,592.0,1,1
2486,199.0,1,0
2492,199.0,1,0
2493,24.0,1,1
2494,1000.0,1,0
2495,698.2,10,1
2496,223.0,2,1
2498,5010.0,2,0
2499,1.0,1,1
2500,1000.0,1,1
2501,199.0,1,0
2502,11800.0,1,1
2503,2.0,1,1
2504,11800.0,1,1
2505,2.0,1,1
2506,10.0,1,1
2507,0.0,1,0
2508,24.8,2,1
2509,1.0,1,0
2510,100.0,1,0
2511,199.0,1,0
2512,199.0,1,0
2513,100.0,1,0
2514,2.0,1,0
2515,100.0,1,0
2516,100.0,1,0
2517,11800.0,1,1
2518,11800.0,1,1
2519,12.0,1,1
2520,199.0,1,0
2521,199.0,1,0
2522,199.0,1,0
2523,1005.0,6,0
2524,11800.0,1,1
2525,11999.0,2,1
2526,24.0,1,1
2527,199.0,1,0
2529,209.0,2,0
2530,199.0,1,0
2531,10.0,1,0
2532,199.0,1,0
2533,199.0,1,0
2534,1073.7,17,1
2535,995.0,5,0
2536,199.0,1,0
2537,209.0,2,0
2538,53.0,1,1
2539,60.0,1,1
2540,200.0,2,0
2541,172.1,4,1
2542,60.0,1,1
2544,10.0,2,0
2546,240.0,7,0
2550,11918.0,2,1
2551,1657.0,11,0
2553,11800.0,1,1
2554,1.18,1,1
2558,309.0,3,0
2559,103.0,4,0
2560,11850.74,8,1
2561,11847.2,5,1
2562,61.8,2,1
2563,11918.0,2,1
2564,260.0,3,1
2565,260.0,3,1
2566,218.0,2,0
2567,500.0,5,0
2568,282.3,2,1
2569,11800.0,1,1
2570,600.0,1,1
2571,209.0,2,0
2575,11800.0,1,1
2576,11800.0,1,1
2577,139.24,1,1
2578,236.0,1,0
2579,199.0,1,0
2580,199.0,1,0
2581,12559.18,9,1
2582,199.0,1,0
2583,200.0,1,1
2584,11800.0,1,1
2585,100.0,1,0
2586,100.0,1,0
2587,100.0,1,0
2588,199.0,1,0
2589,118.0,1,1
2590,100.0,1,0
2591,5900.0,1,1
2595,11800.0,1,1
2599,199.0,1,0
2601,236.0,1,1
2602,236.0,1,1
2603,118.0,1,1
2604,1050.0,2,0
2605,199.0,1,0
2608,2360.0,1,1
2609,199.0,1,0
2611,5310.0,1,1
2616,3500.0,1,0
