catcher_id,jobma_catcher_company,jobma_functional,jobma_catcher_indus,jobma_catcher_title,jobma_catcher_otype,jobma_catcher_status,jobma_catcher_creation,jobma_catcher_type,is_premium,jobma_verified,subscription_status,sub_user,per_sub_user,live_interview_credit,pre_recorded_credit,ai_live_interview_credit,interview_cost_type,referral_credit,company_size,ai_live_interview,days_since_creation
1,Jobma,Accounting & Finance,2,0,1,0,2023-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0,664.0
92,Select Source International,Accounting & Finance,2,0,1,1,2016-11-22,1,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3066.0
96,Select Source International,IT Application Programming / Maintenance,IT-Software/Software Services,0,1,1,2016-01-20,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3373.0
106,Singhal System Solutions Pvt. Ltd.,IT Software- ERP / CRM,IT-Software/Software Services,0,1,-1,2012-12-08,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4511.0
117,Select Source International,Human Resources,"Computer (Hardware, Software, & IT)",0,1,1,2013-09-17,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4228.0
124,Aviation Company,Airlines & Automotive,Airline,0,1,1,2013-11-15,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4169.0
125,Uk Aviation Company,Airlines & Automotive,Airline,0,1,1,2013-11-18,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4166.0
126,EMMINENT COMPANY,Airlines & Automotive,Airline,0,1,1,2013-11-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4162.0
127,C H Robinson,Supply Chain,Shipping Services,0,1,1,2013-11-28,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4156.0
128,Medtronic,Accounting & Finance,Accounting & Finance,0,1,1,2013-12-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4153.0
129,Aegis Communications Group,Human Resources,BPO/KPO/ITES,0,1,1,2013-12-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4151.0
130,"Golden Compas, LLC",Business,Business Services,0,1,1,2013-12-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4145.0
131,"Pump and Meter Service, Inc",Sales,Construction,0,1,1,2014-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4117.0
132,Vaultara ,IT & Software Development,Medical & Health/Wellbeing Services,0,1,1,2014-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4117.0
133,Westridge Marketing,Business,Internet,0,1,1,2014-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4117.0
134,Xigent Solutions,Professional Services,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2014-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4117.0
136,"Creditor Advocates, Inc",Accounting & Finance,Accounting & Finance,0,1,1,2014-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4117.0
137,Swimwear Anywhere,Marketing & Media,Clothing & Textile Manufacturing,0,1,1,2014-01-07,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4116.0
138,Hennepin County WorkForce Center,Government,Government & Military,0,1,1,2014-01-07,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4116.0
143,H&H Partners Inc,IT & Software Development,"Computer (Hardware, Software, & IT)",0,1,1,2014-01-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4109.0
148,Case Concepts,Business,Manufacturing,0,1,1,2014-01-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4094.0
151,sunwest,IT & Software Development,IT-Software/Software Services,0,1,-1,2014-01-30,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4093.0
159,Skywings Advisors Pvt Ltd,Human Resources,"IT Recruiting, Staffing, & Temporary Labor",0,1,0,2014-02-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,4088.0
198,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
203,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
207,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
209,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
211,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
212,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
223,Select Source International,Accounting & Finance,2,0,1,1,2016-11-01,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3087.0
241,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
252,Nationwide,Insurance,Insurance,0,1,1,2014-05-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3989.0
256,Grasslands Group of Companies Inc.,Other,Other,0,1,0,2014-05-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3989.0
260,Au Consultants Inc,Engineering,Engineering,0,1,0,2014-05-24,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3979.0
262,Pacestone Construction Ltd,Engineering,Engineering,0,1,0,2014-06-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3971.0
263,Red Clay Consulting,Consulting,Energy & Utilities,0,1,1,2014-06-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3969.0
264,ANNAPPA.S,Health Care & Medical,Medical & Health/Wellbeing Services,0,1,0,2014-06-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3966.0
265,SRG ,Administrative & Clerical,Accounting & Finance,0,1,1,2014-06-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3966.0
266,medienkreis,Sales,Real Estate & Property Management,0,1,0,2014-06-19,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3953.0
267,DChef Catering,Business,"IT Recruiting, Staffing, & Temporary Labor",0,1,0,2014-06-19,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3953.0
268,b.pharnacy,Pharmaceutical,Research & Analysis,0,1,0,2014-06-20,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3952.0
269,Enter Company Name,Hospitality,"Hotels, Lodging, & Tourism",0,1,0,2014-06-21,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3951.0
270,Rajat kumar singh,Human Resources,BPO/KPO/ITES,0,1,0,2014-06-21,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3951.0
271,dongil,Construction,Engineering,0,1,0,2014-06-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3950.0
272,syntel,IT & Software Development,"Computer (Hardware, Software, & IT)",0,1,1,2014-06-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3950.0
273,PARLE,Research,Research & Analysis,0,1,0,2014-06-23,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3949.0
274,gov job,"Installation, Maintenance, & Repair",Electronics & Appliances,0,1,0,2014-06-24,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3948.0
275,Asian paints ltd,Supply Chain,Department Store,0,1,0,2014-06-24,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3948.0
276,3CIT ,IT & Software Development,IT-Software/Software Services,0,1,0,2014-06-25,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3947.0
277,Angel Broking Pvt. Ltd.,Accounting & Finance,Business Services,0,1,0,2014-06-26,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3946.0
278,Enter Company Name,Engineering,Clothing & Textile Manufacturing,0,1,0,2014-06-27,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3945.0
279,"paint,petrol,chemical",Manufacturing,Manufacturing,0,1,0,2014-07-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3941.0
280,high torque system private limited,Manufacturing,Manufacturing,0,1,0,2014-07-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3941.0
281,pune,Biotech & Science,Biotechnology & Pharmaceuticals,0,1,-1,2014-07-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3941.0
282,Enter Company Name,Creative & Design,"Computer (Hardware, Software, & IT)",0,1,-1,2014-07-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3941.0
283, Serco Bpo,BPO/ITES,BPO/KPO/ITES,0,1,1,2014-07-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3936.0
284,Flippa,Editorial & Writing,Printing & Publishing,0,1,0,2014-07-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3933.0
286,Select Source International,Consulting,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2014-07-10,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3932.0
288,Memorial Medical Center,Health Care & Medical,Medical & Health/Wellbeing Services,0,1,1,2014-07-25,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3917.0
289,Select Source International,Accounting & Finance,2,0,1,1,2016-11-01,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3087.0
294,Azul Systems,IT & Software Development,IT-Software/Software Services,0,1,1,2014-08-21,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3890.0
296,Bio-Nucleonics Inc,Biotech & Science,Biotechnology & Pharmaceuticals,0,1,1,2014-08-27,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3884.0
297,meco ind,Accounting & Finance,Accounting & Finance,0,1,0,2014-09-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3877.0
298,Perimeter Healthcare Staffing,Health Care & Medical,Recruitment,0,1,0,2014-09-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3877.0
299,Testing comp,IT & Software Development,IT-Software/Software Services,0,1,1,2014-09-08,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3872.0
303,Conquerors Market,Accounting & Finance,Accounting & Finance,0,1,0,2014-10-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3836.0
305,Demo Employer,IT Software- ERP / CRM,IT-Software/Software Services,0,1,1,2014-10-18,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3832.0
307,Alpha Gamma Delta,Consulting,Non-Profit,0,1,0,2014-10-21,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3829.0
308,Frank Company,Skilled Labor,Construction,0,1,-1,2014-10-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3828.0
309,Innovate Solutions Group,Skilled Labor,Construction,0,1,-1,2014-10-28,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3822.0
310,jnl pty ltd,Sales,Other,0,1,-1,2014-11-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3805.0
313,IT Solution Provider,IT & Software Development,IT-Software/Software Services,0,1,0,2014-12-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3760.0
314,IICT,IT & Software Development,"Computer (Hardware, Software, & IT)",0,1,1,2015-01-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3755.0
315,InterCo,Professional Services,"Computer (Hardware, Software, & IT)",0,1,0,2015-01-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3752.0
318,Antela Developments Limited,Real Estate,Real Estate & Property Management,0,1,0,2015-01-07,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3751.0
319,Yahoo US,Accounting & Finance,Advertising & PR Services,0,Employer,0,2015-01-08,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3750.0
321,Gutter Force,Sales,Consumer Products,0,1,1,2015-01-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3749.0
322,GTS,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-01-13,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3745.0
326,"Selectek, Inc",Professional Services,Engineering,0,Employer,1,2015-03-05,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3694.0
327,Envision27 Recruitment Private Limited,Recruitment,Recruitment,0,Recruiting Firm,0,2015-03-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3693.0
328,DaddyBrand,Accounting & Finance,Internet,0,Employer,0,2015-03-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3690.0
329,DaddyJo,Accounting & Finance,"Computer (Hardware, Software, & IT)",0,Ad Agency,0,2015-03-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3690.0
330,http://www.dizercorp.com/,Recruitment,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2015-03-12,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3687.0
331,cookie,Accounting & Finance,Accounting & Finance,0,1,0,2015-03-24,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3675.0
333,InTravelGroup,Accounting & Finance,Accounting & Finance,0,1,0,2015-03-27,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3672.0
335,Vivir Amoura,Accounting & Finance,Advertising & PR Services,0,Employer,0,2015-04-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3662.0
336,Engen Enterprises,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-04-07,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3661.0
337,www.findingengineers.com,Engineering,Engineering,0,Recruiting Firm,0,2015-04-08,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3660.0
352,russwheeler.com,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-05-02,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3636.0
353,"Peterborough Players, Inc.",Marketing & Media,Non-Profit,0,Employer,1,2015-05-13,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3625.0
355,Aroha Technologies Inc,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,1,2015-05-18,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3620.0
356,HPT,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-05-19,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3619.0
358,Select Source International,Consulting,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2015-05-21,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3617.0
359,SolTech,IT & Software Development,"Computer (Hardware, Software, & IT)",0,Recruiting Firm,0,2015-05-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3616.0
360,TRADING OFHOSPITAL & HEALTH CARE EDUCATIONAL,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-05-25,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3613.0
363,Cyprus home and garden,Business,Retail,0,Employer,1,2015-05-27,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3611.0
365,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
369,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
372,Bhim International,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-06-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3603.0
373,AHM PSSPL,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,0,2015-06-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3603.0
379,abubakar,Human Resources,Accounting & Finance,0,Recruiting Firm,0,2015-06-15,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3592.0
384,jobconnection,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,1,2015-06-19,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3588.0
385,HMS,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-06-22,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3585.0
387,Cobonak,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-07-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3576.0
389,ogonyc,Retail,Clothing & Textile Manufacturing,0,Employer,1,2015-07-02,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3575.0
392,Acosta Tax & Advisory PA,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-07-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3571.0
395,global roto sheka,IT & Software Development,Printing & Publishing,0,Employer,0,2015-07-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3568.0
396,instajobs,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-07-12,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3565.0
404,Pinnacle Group,IT Application Programming / Maintenance,"IT Recruiting, Staffing, & Temporary Labor",0,Recruiting Firm,1,2015-07-17,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3560.0
407,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
414,Contract Central,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-07-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3548.0
426,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
427,Montana distributors,Administrative & Clerical,Wholesalers,0,Employer,0,2015-08-06,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3540.0
428,goTask,Other,Other,0,Recruiting Firm,1,2015-08-11,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3535.0
431,Engage Hospitality,Hospitality,"Hotels, Lodging, & Tourism",0,Employer,1,2015-08-13,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3533.0
433,Sweta Singh ,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-08-17,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3529.0
434,Sita,IT Software- ERP / CRM,Business Services,0,Employer,0,2015-08-17,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3529.0
437,Adriana Hallmark,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,1,2015-08-19,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3527.0
440,Standard Window Cleaning Inc,Skilled Labor,Accounting & Finance,0,Employer,1,2015-08-23,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3523.0
443,Hugelife Management Services Private Limited,Sales,Management,0,Recruiting Firm,1,2015-08-26,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3520.0
446,Select Source International,Recruitment,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2015-08-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3517.0
447,WDI pvt ltd,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-08-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3517.0
454,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
456,Loopat,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-09-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3511.0
457,Autusbridge Ltd,Business,Accounting & Finance,0,Employer,0,2015-09-05,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3510.0
462,Envision27 Recruitment Private Limited,Recruitment,Recruitment,0,1,0,2015-09-09,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3506.0
466,Cyber Cerebs,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-09-15,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3500.0
467,QuadRipple,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-09-15,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3500.0
469,Amazon,Recruitment,Recruitment,0,1,1,2015-09-18,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3497.0
476,Pitch Creative ,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-10-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3481.0
478,Envision27 Recruitment Private Limited,Recruitment,Recruitment,0,1,1,2015-10-05,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3480.0
481,Ajith Kumar Bairneni,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-10-10,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3475.0
482,"15, 12 spring street",Accounting & Finance,Management,0,Employer,0,2015-10-12,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3473.0
487,Select Source International,Health Care & Medical,Biotechnology & Pharmaceuticals,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
488,Macquarie Group Limited,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-10-20,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3465.0
500,guci consulting,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,0,2015-10-28,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3457.0
504,lodash,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-10-30,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3455.0
507,Pinnacle Group,IT Application Programming / Maintenance,"IT Recruiting, Staffing, & Temporary Labor",0,1,1,2015-11-02,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3452.0
508,Lucky Group,IT & Software Development,Accounting & Finance,0,Employer,0,2015-11-03,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3451.0
514,Airwil Group,Real Estate,Real Estate & Property Management,0,Employer,1,2015-11-09,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3445.0
516,Sprout Accounting,Accounting & Finance,Accounting & Finance,0,Employer,1,2015-11-10,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3444.0
518,WNS Global Services Pvt Ltd,BPO/ITES,Transportation & Travel,0,Employer,1,2015-11-17,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3437.0
521,Spectrum HR Solutions,Accounting & Finance,Recruitment,0,Recruiting Firm,1,2015-11-20,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3434.0
527,qqq,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-11-27,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3427.0
528,keya it,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,0,2015-11-29,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3425.0
530,Demo,IT Application Programming / Maintenance,IT-Software/Software Services,0,1,0,2015-12-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3420.0
531,Select Demo,Accounting & Finance,Accounting & Finance,0,1,1,2015-12-10,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3414.0
532,ABC Consultants,Accounting & Finance,Accounting & Finance,0,Employer,0,2015-12-10,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3414.0
533,Select Demo,IT Application Programming / Maintenance,IT-Software/Software Services,0,1,0,2015-12-14,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3410.0
536,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
537,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
538,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
539,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
540,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
542,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
543,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
546,Quant Finance Academy,Accounting & Finance,Accounting & Finance,0,Recruiting Firm,0,2015-12-15,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3409.0
549,Demo,Accounting & Finance,Accounting & Finance,0,1,0,2015-12-28,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3396.0
551,DOS Recruiting & Consulting,Human Resources,"IT Recruiting, Staffing, & Temporary Labor",0,Recruiting Firm,0,2016-01-01,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3392.0
552,Demo Select ,Accounting & Finance,Accounting & Finance,0,1,1,2016-01-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3389.0
553,Agentimpress.me,Accounting & Finance,Accounting & Finance,0,Employer,0,2016-01-04,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3389.0
554,err,Insurance,Insurance,0,Employer,0,2016-01-08,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3385.0
555,Demooo,Accounting & Finance,Accounting & Finance,0,1,0,2016-01-11,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3382.0
556,Graduate Research Assistant,Education,Education,0,Employer,1,2016-01-12,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3381.0
557,Select Source International,Other,Recruitment,0,1,1,2016-01-12,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3381.0
558,Select Source International,Other,Recruitment,0,1,1,2014-04-08,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,4025.0
560,Eutopia Solutions,Accounting & Finance,"IT Recruiting, Staffing, & Temporary Labor",0,Recruiting Firm,0,2016-01-13,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3380.0
561,Demo Selectsssss,Accounting & Finance,Accounting & Finance,0,1,0,2016-01-18,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3375.0
563,Select Source International,Other,Recruitment,0,1,1,2016-01-20,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3373.0
564,Select Source International,Other,Recruitment,0,1,1,2016-01-20,0,0,1,1,0,100,1.0,1.0,1.0,1,0,1-25,0,3373.0
565,Ideal Personnel Services,Recruitment,"IT Recruiting, Staffing, & Temporary Labor",0,Recruiting Firm,1,2016-01-23,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3370.0
566,AXA LIMITED,Accounting & Finance,Accounting & Finance,0,Employer,0,2016-01-25,0,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0,3368.0
