jobma_catcher_id,company_size,is_premium,subscription_status,jobma_catcher_status,sub_users,wallet_amount,is_unlimited,plan_type,subscription_sum,subscription_count,invitations,pre_recorded_kit_counts,number_of_jobs_posted,pre_rec_interview_taken,days_since_login
3031,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3032,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3033,1-25,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,0-323
3034,101-500,0,2,1,0,60.0,0,1,138.8,1,0,0,1,0,1641-5000
3035,26-100,1,2,1,0,60.0,0,0,11.8,1,0,0,0,0,1641-5000
3036,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1641-5000
3040,101-500,1,2,1,0,60.0,0,0,0.1,1,0,0,0,0,1641-5000
3043,1-25,1,2,1,2,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3046,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3047,1-25,0,2,1,1,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3049,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3050,1-25,0,2,1,1,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3052,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3053,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,0-323
3054,101-500,1,2,1,0,60.0,0,1,1176.5,1,0,0,0,0,1641-5000
3055,500-1000,1,2,1,0,60.0,0,1,13.9,1,0,0,0,0,1641-5000
3056,26-100,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3057,101-500,1,2,1,0,60.0,0,1,1.2,1,0,0,1,0,1641-5000
3058,26-100,1,2,1,0,60.0,0,1,1.2,1,0,0,0,0,1641-5000
3059,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3060,26-100,0,2,1,1,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3062,1-25,0,2,1,1,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3064,101-500,1,1,1,1,1860.0,0,0,21.2,2,15,2,3,1,601-620
3065,500-1000,1,2,1,0,60.0,1,0,0.0,1,0,0,0,0,1641-5000
3066,500-1000,1,2,1,0,60.0,0,0,1.1,1,0,0,0,0,1641-5000
3067,500-1000,1,2,1,0,60.0,0,1,0.0,1,0,0,1,0,0-323
3068,1-25,1,2,1,0,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3069,101-500,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3070,26-100,1,2,1,0,60.0,0,1,0.0,1,1,1,1,0,1641-5000
3071,26-100,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3072,26-100,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3073,101-500,1,2,1,0,60.0,0,1,11.8,1,0,0,0,0,1641-5000
3074,101-500,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3075,101-500,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3076,26-100,1,2,1,1,60.0,1,0,0.1,1,4,2,2,1,1641-5000
3078,26-100,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3079,1-25,1,2,1,0,60.0,1,0,1.2,1,0,0,0,0,1641-5000
3081,1-25,1,2,1,0,60.0,0,1,1.6,2,0,0,0,0,0-323
3082,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3084,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3087,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3088,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,0-323
3089,1-25,1,2,1,2,60.0,0,1,11.8,1,0,0,0,0,1641-5000
3091,101-500,1,2,1,0,60.0,0,0,0.0,1,0,0,1,0,0-323
3093,101-500,1,2,1,3,60.0,0,0,0.1,1,0,0,0,0,0-323
3098,101-500,0,2,1,1,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3100,101-500,1,2,1,1,60.0,0,1,1.2,1,0,0,0,0,1641-5000
3102,1-25,1,2,1,1,60.0,1,0,1.2,1,0,0,0,0,1641-5000
3104,500-1000,1,2,1,0,60.0,0,1,11.8,1,0,0,0,0,1641-5000
3105,500-1000,1,2,1,1,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3107,101-500,1,2,1,0,60.0,0,1,1.2,1,0,0,0,0,1641-5000
3109,26-100,1,2,1,1,60.0,1,0,2.4,2,0,0,0,0,1641-5000
3111,1-25,1,2,1,1,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3113,101-500,1,2,1,2,60.0,0,1,13.9,1,0,0,0,0,1641-5000
3116,101-500,1,2,1,1,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3118,26-100,0,2,1,0,60.0,0,1,0.6,1,0,1,1,0,1641-5000
3119,26-100,0,2,1,1,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3121,26-100,1,2,1,3,60.0,0,1,13.9,1,0,0,0,0,0-323
3125,101-500,1,2,1,5,60.0,0,0,11.8,1,0,0,0,0,0-323
3131,26-100,1,2,1,7,60.0,1,0,0.0,1,0,0,0,0,1641-5000
3139,500-1000,1,2,1,2,60.0,0,1,16.2,2,0,0,0,0,0-323
3143,1-25,0,2,1,1,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3145,26-100,1,2,1,1,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3147,1-25,1,2,1,1,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3150,26-100,0,2,1,0,60.0,0,0,1.4,2,0,0,0,0,1641-5000
3152,101-500,0,2,1,1,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3153,26-100,1,2,1,0,60.0,0,0,0.5,1,0,0,0,0,1641-5000
3155,1-25,1,2,1,0,60.0,1,0,0.5,1,2,1,1,1,1641-5000
3156,26-100,1,2,1,0,60.0,1,0,0.0,1,4,1,1,1,1641-5000
3157,101-500,1,2,1,0,60.0,0,1,0.0,1,0,0,1,0,1641-5000
3158,500-1000,1,2,1,0,60.0,0,0,1.4,1,2,1,1,1,1641-5000
3159,26-100,0,2,1,0,60.0,0,1,0.1,1,1,1,1,1,1641-5000
3160,1-25,1,2,1,0,60.0,0,1,0.1,1,1,1,1,1,0-323
3161,1-25,1,2,1,0,60.0,0,1,0.2,1,1,1,1,1,1641-5000
3163,1-25,1,2,1,0,60.0,0,0,2.6,3,0,0,0,0,1641-5000
3164,500-1000,1,2,1,1,60.0,0,0,0.1,1,0,0,0,0,1641-5000
3166,26-100,1,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3168,1-25,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3169,101-500,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3173,1-25,1,2,1,0,60.0,0,0,1.8,2,0,0,0,0,1641-5000
3174,26-100,0,2,1,1,60.0,0,1,138.8,1,0,1,0,0,1641-5000
3176,1-25,0,2,1,1,60.0,0,1,0.6,1,1,0,0,1,1641-5000
3178,1-25,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3179,1-25,0,2,1,1,60.0,0,0,2.4,2,0,0,0,0,1641-5000
3181,1-25,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1641-5000
3183,26-100,1,2,1,0,60.0,0,1,1.4,1,0,0,0,0,1641-5000
3184,1-25,1,2,1,0,60.0,0,1,58.8,1,0,0,0,0,1641-5000
3185,1-25,1,2,1,0,60.0,1,1,58.8,1,0,0,0,0,1641-5000
3186,1-25,1,2,1,1,60.0,1,0,5.9,1,0,0,0,0,1641-5000
3187,1-25,1,2,1,0,60.0,1,0,58.8,1,0,0,0,0,1641-5000
3188,1-25,1,2,1,0,60.0,1,1,58.8,1,0,0,0,0,1641-5000
3189,26-100,1,2,1,0,60.0,1,1,69.4,1,0,0,0,0,1641-5000
3194,26-100,1,2,1,1,60.0,1,0,1.3,1,0,0,0,0,1641-5000
3196,1-25,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,0-323
3197,26-100,1,2,1,0,60.0,1,0,1.2,1,0,0,0,0,1641-5000
3198,101-500,1,2,1,2,60.0,1,1,1.2,1,0,0,0,0,1641-5000
3199,26-100,1,2,1,0,60.0,1,1,1.3,1,0,0,0,0,1641-5000
3203,1-25,1,2,1,0,60.0,1,1,0.3,1,0,0,0,0,1641-5000
3205,26-100,1,2,1,0,60.0,1,1,1.7,1,0,0,0,0,1641-5000
3206,1-25,1,2,1,2,60.0,1,0,1.5,1,18,3,3,3,1641-5000
3209,101-500,1,2,1,0,60.0,1,1,0.3,1,0,0,0,0,0-323
3214,1-25,1,2,1,1,60.0,1,0,1.2,1,0,1,1,0,1641-5000
3218,26-100,1,2,1,3,60.0,1,1,2.0,1,0,0,0,0,1641-5000
3220,1-25,1,2,1,1,60.0,1,1,1.7,1,0,0,0,0,1641-5000
3221,1-25,1,2,1,0,60.0,0,1,2.0,1,0,0,0,0,1641-5000
3223,26-100,0,2,1,1,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3225,1-25,1,2,1,1,60.0,1,0,1.4,1,1,1,1,1,0-323
3226,26-100,1,2,1,0,60.0,1,1,1.7,1,0,0,0,0,1641-5000
3228,26-100,1,2,1,1,60.0,1,0,117.6,1,0,0,0,0,1641-5000
3229,1-25,1,2,1,3,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3238,26-100,1,2,1,1,60.0,1,0,11.8,1,1,1,1,1,1641-5000
3241,26-100,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3242,1-25,1,2,1,5,60.0,1,1,0.1,1,0,0,0,0,1641-5000
3249,26-100,1,2,1,2,60.0,1,0,0.1,1,0,0,1,0,1641-5000
3250,26-100,1,2,1,1,60.0,1,0,1.2,1,0,1,1,0,1641-5000
3251,101-500,1,2,1,4,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3257,1-25,1,2,1,1,60.0,0,0,1.2,1,0,0,1,0,1641-5000
3258,26-100,1,2,1,1,60.0,1,0,1.2,1,0,0,1,0,1641-5000
3261,101-500,1,2,1,0,60.0,1,1,1.8,1,0,0,2,0,1641-5000
3263,101-500,1,2,1,0,60.0,1,1,4.3,4,0,0,1,0,1641-5000
3264,26-100,1,2,1,0,60.0,1,0,1.2,1,3,1,1,1,1351-1500
3265,26-100,1,2,1,0,60.0,1,1,0.0,1,2,1,1,1,1641-5000
3266,26-100,1,2,1,0,60.0,1,0,0.0,1,0,0,0,0,1641-5000
3267,1-25,1,2,1,0,60.0,1,0,1.2,1,0,0,0,0,1641-5000
3268,101-500,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3269,26-100,1,2,1,0,60.0,1,1,1.2,1,0,0,0,0,1641-5000
3270,26-100,1,2,1,0,60.0,0,1,1.2,1,0,0,0,0,1641-5000
3271,101-500,1,2,1,0,60.0,1,0,13.2,2,0,0,0,0,1641-5000
3272,1-25,1,2,1,0,60.0,0,0,23.6,2,0,0,0,0,1641-5000
3273,1-25,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,1641-5000
3275,1-25,1,2,1,1,60.0,0,0,0.1,1,0,0,0,0,1641-5000
3277,26-100,1,2,1,1,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3279,1-25,0,2,1,0,60.0,0,0,1.2,2,0,0,0,0,0-323
3280,26-100,1,2,1,3,60.0,1,0,0.9,1,4,1,1,2,1641-5000
3281,26-100,1,2,1,0,60.0,1,0,0.9,1,0,0,0,0,1641-5000
3282,26-100,1,2,1,0,60.0,1,0,2.7,1,0,0,0,0,1641-5000
3283,101-500,1,2,1,0,60.0,1,0,3.6,3,0,0,0,0,1641-5000
3284,1-25,1,2,1,0,60.0,1,1,1.2,1,0,0,0,0,1641-5000
3285,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1641-5000
3286,26-100,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3288,1-25,1,2,1,1,60.0,0,0,0.1,1,0,0,0,0,1641-5000
3289,26-100,1,2,1,1,60.0,0,0,1.6,1,0,1,1,0,1641-5000
3291,101-500,1,2,1,0,60.0,1,0,2.4,2,3,1,1,1,1641-5000
3292,26-100,1,2,1,1,60.0,1,0,1.2,1,0,0,0,0,1641-5000
3293,101-500,1,2,1,0,60.0,1,1,1.2,1,1,1,1,1,1641-5000
3294,1-25,1,2,1,0,60.0,1,1,4.0,3,0,0,0,0,1641-5000
3297,1-25,0,1,1,0,60.0,0,0,20.3,6,0,0,0,0,0-323
3298,1-25,1,2,1,0,60.0,1,0,2.4,2,0,0,0,0,1641-5000
3299,26-100,1,2,1,0,60.0,1,0,0.0,1,0,0,0,0,1641-5000
3303,26-100,1,2,1,0,60.0,1,1,11.8,1,1,1,1,1,1641-5000
3304,26-100,1,2,1,0,60.0,1,0,1.4,1,0,0,0,0,1641-5000
3305,26-100,1,2,1,0,60.0,1,1,13.9,1,3,1,1,2,1641-5000
3306,101-500,1,2,1,0,60.0,0,0,0.2,1,0,0,0,0,1641-5000
3307,101-500,0,2,1,0,60.0,0,1,13.9,1,0,0,0,0,1641-5000
3308,101-500,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3309,26-100,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3310,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3311,101-500,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3312,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3313,500-1000,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3314,26-100,0,2,1,0,60.0,0,1,1.4,1,0,0,0,0,1641-5000
3315,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3316,1-25,0,2,1,0,60.0,0,1,0.6,1,0,0,0,0,1641-5000
3317,26-100,1,2,1,1,60.0,0,0,2.4,2,178,1,1,0,1641-5000
3318,1-25,1,2,1,1,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3320,1-25,1,2,1,1,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3322,101-500,1,2,1,1,60.0,0,0,235.3,1,0,0,0,0,1641-5000
3324,1-25,0,2,1,1,60.0,0,1,13.9,1,1,2,2,0,1641-5000
3325,1-25,1,2,1,1,60.0,1,0,123.5,1,0,0,0,0,1641-5000
3327,26-100,1,2,1,0,60.0,1,1,1.2,1,0,0,0,0,1641-5000
3328,26-100,1,2,1,1,60.0,0,1,52.9,1,0,0,0,0,1641-5000
3329,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1641-5000
3330,26-100,1,2,1,0,60.0,1,1,11.8,1,0,0,0,0,1641-5000
3332,1-25,1,2,1,0,60.0,1,1,109.0,1,0,0,0,0,1641-5000
3333,1-25,1,2,1,0,60.0,1,0,82.4,1,0,0,0,0,1641-5000
3334,1-25,1,2,1,0,60.0,1,0,13.0,2,6,1,1,1,1641-5000
3336,26-100,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,1641-5000
3337,26-100,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3339,26-100,0,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3340,26-100,1,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3341,101-500,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3342,101-500,1,2,1,0,60.0,1,1,13.2,2,0,0,0,0,1641-5000
3343,26-100,1,2,1,0,60.0,0,0,41.2,2,0,0,0,0,1641-5000
3344,26-100,1,2,1,0,60.0,0,1,27.8,2,0,0,0,0,1641-5000
3345,1-25,1,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3346,26-100,0,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3347,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3348,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3349,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3350,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3351,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3352,1-25,1,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3353,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3354,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3355,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3356,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3357,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3358,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3359,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3360,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3361,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3362,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3363,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3364,26-100,0,2,1,0,60.0,0,1,0.1,1,0,0,0,0,0-323
3365,26-100,0,2,1,0,60.0,0,1,0.0,1,3,1,1,0,1641-5000
3366,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1641-5000
3367,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1641-5000
3368,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,0-323
3369,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1641-5000
3370,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1641-5000
3371,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1641-5000
3372,26-100,1,2,1,0,60.0,1,1,1.4,1,0,0,0,0,1641-5000
3373,1-25,0,2,1,0,60.0,0,1,3.7,2,0,0,0,0,1641-5000
3374,26-100,1,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3375,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1641-5000
3376,1-25,1,2,1,0,60.0,1,1,138.8,1,0,0,0,0,1641-5000
3377,26-100,1,2,1,0,60.0,0,1,1.2,1,0,0,0,0,1641-5000
3378,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,0-323
3379,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,1641-5000
3380,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,1641-5000
3381,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,0-323
3382,1-25,1,2,1,0,60.0,1,1,120.3,4,0,0,0,0,1641-5000
3383,1-25,1,2,1,0,60.0,1,1,1.2,1,0,0,0,0,1641-5000
3384,1-25,0,2,1,1,60.0,0,1,13.1,2,5,1,1,0,1641-5000
3389,101-500,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1641-5000
3390,26-100,1,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1641-5000
3394,26-100,0,2,1,1,60.0,0,1,16.2,2,53,2,2,1,1641-5000
3395,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3396,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1641-5000
3397,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1641-5000
