jobma_catcher_id,company_size,currency,is_premium,subscription_status,jobma_catcher_status,sub_users,wallet_amount,is_unlimited,plan_type,subscription_sum,subscription_count,invitations,pre_recorded_kit_counts,number_of_jobs_posted,pre_rec_interview_taken
4760,1-25,1,0,2,1,0.0,60.0,0,1,0.0,1,0.0,0.0,0.0,0.0
4761,26-100,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
4762,500-1000,1,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
4763,101-500,0,0,2,1,0.0,60.0,1,0,200.0,1,0.0,0.0,0.0,0.0
4764,1-25,0,0,2,1,0.0,60.0,1,0,200.0,1,0.0,0.0,0.0,0.0
4765,26-100,0,0,2,1,0.0,60.0,1,0,1000.0,1,0.0,0.0,0.0,0.0
4768,1-25,0,0,2,1,0.0,60.0,1,0,200.0,1,0.0,0.0,0.0,0.0
4769,101-500,0,0,2,1,1.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4771,26-100,0,0,2,1,2.0,60.0,1,0,24.0,1,0.0,0.0,0.0,0.0
4774,500-1000,0,0,2,1,0.0,60.0,1,0,345.0,1,0.0,0.0,0.0,0.0
4776,1-25,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4778,101-500,0,0,2,1,1.0,60.0,1,0,1000.0,1,0.0,1.0,1.0,0.0
4780,26-100,0,0,2,1,0.0,60.0,1,0,400.0,1,0.0,0.0,0.0,0.0
4781,More than 1000,0,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4782,500-1000,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4783,1-25,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4784,101-500,0,0,2,1,0.0,60.0,1,0,500.0,1,0.0,0.0,0.0,0.0
4785,26-100,0,0,2,1,1.0,60.0,1,0,535.0,2,1.0,1.0,3.0,0.0
4786,26-100,1,0,2,1,1.0,60.0,0,1,560.5,1,0.0,1.0,0.0,0.0
4787,101-500,0,0,2,1,0.0,60.0,1,0,324.0,1,0.0,0.0,0.0,0.0
4790,500-1000,0,0,2,1,0.0,60.0,1,0,50.0,1,0.0,0.0,1.0,0.0
4791,500-1000,1,0,1,0,0.0,60.0,1,1,14423.0,6,0.0,1.0,3.0,0.0
4792,101-500,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4793,26-100,1,0,2,1,0.0,60.0,0,1,118.0,1,0.0,0.0,0.0,0.0
4794,26-100,1,0,2,1,0.0,60.0,0,1,560.5,1,21.0,1.0,1.0,0.0
4795,26-100,0,0,2,1,0.0,60.0,0,0,200.0,1,0.0,0.0,0.0,0.0
4796,More than 1000,0,0,2,1,0.0,60.0,1,0,345.0,1,0.0,0.0,0.0,0.0
4797,26-100,0,0,2,1,0.0,60.0,0,0,100.0,1,0.0,0.0,0.0,0.0
4798,1-25,0,0,1,0,0.0,60.0,1,0,12199.0,5,2.0,0.0,3.0,0.0
4799,26-100,0,0,1,0,1.0,60.0,0,0,3021390.0,8,0.0,0.0,0.0,0.0
4800,26-100,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4801,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4802,26-100,1,0,1,0,0.0,60.0,0,1,1426475.0,9,0.0,0.0,0.0,0.0
4804,26-100,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4805,26-100,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4806,26-100,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4807,26-100,0,0,2,1,0.0,60.0,1,0,3543.0,1,0.0,0.0,0.0,0.0
4808,101-500,1,0,2,0,0.0,60.0,0,1,12600.0,3,0.0,0.0,0.0,0.0
4809,500-1000,1,1,1,0,0.0,60.0,0,1,10001842.4,8,0.0,0.0,0.0,0.0
4810,1-25,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4811,101-500,0,0,2,1,0.0,60.0,0,0,200.0,1,0.0,0.0,0.0,0.0
4812,1-25,0,0,2,1,0.0,60.0,0,0,100.0,1,0.0,0.0,0.0,0.0
4813,101-500,0,1,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4814,500-1000,0,0,2,1,0.0,60.0,1,0,232.0,1,0.0,0.0,0.0,0.0
4815,101-500,0,1,2,0,0.0,60.0,0,0,259.0,2,0.0,0.0,0.0,0.0
4816,500-1000,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4817,26-100,0,0,2,1,0.0,60.0,0,0,100.0,1,0.0,0.0,0.0,0.0
4818,26-100,0,0,2,1,0.0,60.0,0,0,100.0,1,0.0,0.0,0.0,0.0
4819,101-500,0,0,2,0,0.0,60.0,0,0,549.0,2,0.0,0.0,0.0,0.0
4820,101-500,0,0,2,1,0.0,60.0,0,0,40.0,1,0.0,0.0,0.0,0.0
4821,101-500,1,0,2,1,0.0,60.0,0,1,47.2,1,0.0,0.0,0.0,0.0
4822,More than 1000,1,0,2,1,0.0,60.0,0,1,47.2,1,0.0,0.0,0.0,0.0
4823,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4824,101-500,0,0,2,1,2.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4825,101-500,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4826,101-500,0,0,2,1,0.0,60.0,1,0,555.0,1,0.0,0.0,0.0,0.0
4827,101-500,0,0,2,1,0.0,60.0,1,0,454.0,1,0.0,0.0,0.0,0.0
4828,101-500,0,0,2,1,0.0,60.0,1,0,242.0,1,0.0,0.0,0.0,0.0
4829,101-500,0,0,2,1,0.0,60.0,0,0,34.0,1,0.0,0.0,0.0,0.0
4830,500-1000,0,1,1,0,0.0,60.0,0,0,2151.0,7,0.0,0.0,0.0,0.0
4831,500-1000,0,0,2,1,0.0,60.0,0,0,34.0,1,0.0,0.0,0.0,0.0
4832,101-500,1,0,2,0,0.0,60.0,1,1,21198.0,6,0.0,0.0,0.0,0.0
4833,26-100,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4834,101-500,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4836,500-1000,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
4837,500-1000,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
4838,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4839,26-100,0,0,2,1,0.0,60.0,1,0,15000.0,1,0.0,0.0,0.0,0.0
4840,1-25,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4841,26-100,0,0,2,1,0.0,60.0,1,0,34.0,1,0.0,0.0,0.0,0.0
4842,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4843,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4844,1-25,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
4845,1-25,0,1,2,0,0.0,60.0,0,0,433.0,3,0.0,0.0,0.0,0.0
4846,26-100,1,0,2,1,0.0,60.0,0,1,805.3199999999999,3,0.0,0.0,0.0,0.0
4847,500-1000,0,1,1,1,0.0,1860.0,0,0,2986.0,7,0.0,0.0,0.0,0.0
4848,1-25,0,0,2,1,0.0,60.0,1,0,786.0,1,0.0,0.0,0.0,0.0
4849,26-100,1,0,2,1,0.0,60.0,0,1,1260.5,2,0.0,0.0,0.0,0.0
4851,101-500,0,0,2,1,0.0,60.0,1,0,345.0,1,0.0,0.0,0.0,0.0
4852,1-25,1,0,2,1,0.0,60.0,1,0,3453.0,1,0.0,0.0,0.0,0.0
4853,26-100,1,0,2,1,1.0,60.0,0,1,1952.8999999999999,9,0.0,0.0,0.0,0.0
4854,101-500,1,0,2,1,0.0,60.0,0,1,2963085.02,5,0.0,0.0,0.0,0.0
4855,101-500,0,0,2,1,0.0,60.0,0,0,234.0,1,0.0,0.0,0.0,0.0
4856,101-500,0,0,2,1,0.0,60.0,0,0,999.0,2,0.0,0.0,0.0,0.0
4858,500-1000,0,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4859,500-1000,1,0,2,1,0.0,60.0,1,1,100000.0,1,0.0,0.0,0.0,0.0
4860,500-1000,1,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4862,101-500,0,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4863,101-500,1,0,2,1,0.0,60.0,1,1,50.0,1,0.0,0.0,0.0,0.0
4864,26-100,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4865,26-100,1,0,2,1,0.0,60.0,1,1,4170.12,1,0.0,0.0,0.0,0.0
4866,26-100,0,0,2,1,0.0,60.0,1,0,456.0,1,0.0,0.0,0.0,0.0
4867,101-500,0,0,2,1,0.0,60.0,0,0,245.0,2,0.0,0.0,0.0,0.0
4868,26-100,1,0,2,1,0.0,60.0,1,0,1000.0,1,0.0,0.0,0.0,0.0
4869,101-500,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4870,101-500,1,0,2,0,0.0,60.0,1,0,345.0,1,0.0,0.0,0.0,0.0
4871,101-500,0,0,2,0,0.0,60.0,1,0,45.0,1,0.0,0.0,0.0,0.0
4872,101-500,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
4873,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4874,101-500,0,0,2,1,1.0,60.0,0,0,796.0,4,12.0,3.0,3.0,13.0
4876,26-100,1,0,2,1,0.0,60.0,1,1,10000.0,1,0.0,0.0,0.0,0.0
4877,500-1000,0,0,2,1,0.0,60.0,1,0,1000.0,1,0.0,0.0,0.0,0.0
4878,26-100,0,0,2,1,0.0,60.0,1,0,100000.0,1,0.0,0.0,0.0,0.0
4879,101-500,1,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4880,26-100,0,0,2,1,0.0,60.0,1,0,100000.0,1,0.0,0.0,0.0,0.0
4881,More than 1000,0,0,2,1,0.0,60.0,1,0,1199.0,2,0.0,0.0,0.0,0.0
4882,101-500,1,0,2,0,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
4883,101-500,0,0,2,1,1.0,60.0,0,0,199.0,1,0.0,0.0,1.0,0.0
4884,101-500,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4886,26-100,0,0,2,1,0.0,60.0,1,0,40.0,1,0.0,0.0,0.0,0.0
4887,26-100,1,0,2,1,0.0,60.0,1,0,34.0,1,0.0,0.0,0.0,0.0
4888,101-500,1,0,2,1,0.0,60.0,1,0,1000.0,1,0.0,0.0,0.0,0.0
4889,101-500,1,0,2,1,0.0,60.0,1,1,10000.0,1,0.0,0.0,0.0,0.0
4890,1-25,0,0,2,1,0.0,60.0,0,0,34.0,1,0.0,0.0,0.0,0.0
4891,26-100,0,0,2,1,0.0,60.0,1,0,10000.0,1,0.0,0.0,0.0,0.0
4892,1-25,1,0,2,1,0.0,60.0,1,1,1000.0,1,0.0,0.0,0.0,0.0
4893,26-100,1,0,2,1,0.0,60.0,0,1,34.0,1,0.0,0.0,0.0,0.0
4894,26-100,1,0,2,1,0.0,60.0,1,1,152.0,2,0.0,0.0,0.0,0.0
4895,101-500,1,0,2,0,0.0,60.0,1,1,10034.0,2,0.0,0.0,0.0,0.0
4896,1-25,0,0,2,1,2.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
4897,500-1000,0,0,2,0,0.0,60.0,0,0,89.0,2,0.0,0.0,0.0,0.0
4898,500-1000,1,0,2,1,0.0,60.0,1,1,1000.0,1,0.0,0.0,0.0,0.0
4900,101-500,0,0,2,1,0.0,60.0,1,0,546.0,1,0.0,0.0,0.0,0.0
4901,500-1000,0,0,2,1,0.0,60.0,1,0,50.0,1,0.0,0.0,0.0,0.0
4902,101-500,1,1,2,1,3.0,60.0,1,1,2678.0,4,28.0,2.0,13.0,11.0
4906,1-25,1,0,2,1,0.0,60.0,0,1,53.1,1,0.0,0.0,0.0,0.0
4907,26-100,1,1,2,1,0.0,60.0,0,1,53.1,1,0.0,0.0,0.0,0.0
4908,26-100,1,0,2,1,0.0,60.0,1,1,618.0,2,0.0,0.0,0.0,0.0
4909,101-500,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
4910,26-100,0,0,2,1,1.0,60.0,0,0,199.0,1,4.0,3.0,7.0,0.0
4915,1-25,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,1.0,0.0,0.0
4916,26-100,0,0,2,1,1.0,60.0,0,0,199.0,1,0.0,0.0,1.0,0.0
4918,1-25,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,1.0,0.0
4919,26-100,1,0,2,1,0.0,60.0,1,1,100.0,1,0.0,0.0,0.0,0.0
4925,101-500,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
4928,26-100,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4929,26-100,0,0,2,1,0.0,60.0,0,0,299.0,2,0.0,0.0,0.0,0.0
4931,101-500,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4932,26-100,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4933,26-100,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4934,101-500,1,0,2,1,0.0,60.0,1,1,100.0,1,0.0,0.0,0.0,0.0
4935,1-25,1,0,2,1,0.0,60.0,1,1,100.0,1,0.0,0.0,0.0,0.0
4936,26-100,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4941,26-100,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4942,101-500,1,1,2,1,4.0,60.0,1,1,2243.1800000000003,4,0.0,0.0,0.0,0.0
4944,101-500,1,0,2,1,1.0,60.0,0,1,11800.0,1,0.0,1.0,2.0,0.0
4946,500-1000,1,0,2,1,0.0,60.0,0,1,560.5,1,0.0,0.0,0.0,0.0
4947,More than 1000,0,0,2,1,0.0,60.0,1,0,5000.0,1,0.0,0.0,0.0,0.0
4948,1-25,1,0,2,1,0.0,60.0,0,1,118.0,1,0.0,0.0,0.0,0.0
4949,101-500,0,0,2,1,0.0,60.0,1,0,700.0,1,0.0,0.0,0.0,0.0
4950,26-100,0,0,2,1,0.0,60.0,1,0,300.0,1,0.0,0.0,0.0,0.0
4951,26-100,1,0,2,1,0.0,60.0,0,1,53.1,1,0.0,0.0,0.0,0.0
4952,500-1000,0,0,2,1,0.0,60.0,1,0,299.0,2,0.0,1.0,0.0,0.0
4954,26-100,0,0,2,1,0.0,60.0,1,0,299.0,2,0.0,0.0,0.0,0.0
4960,500-1000,0,0,2,0,0.0,60.0,1,0,24920.0,3,0.0,0.0,0.0,0.0
4961,101-500,0,0,2,1,0.0,60.0,0,0,23.0,1,0.0,1.0,0.0,0.0
4962,101-500,1,0,2,1,0.0,60.0,1,1,618.0,2,0.0,0.0,1.0,0.0
4964,1-25,1,0,2,1,0.0,60.0,1,1,168.0,2,0.0,0.0,0.0,0.0
4968,26-100,0,0,2,1,6.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
4978,101-500,1,0,2,1,0.0,60.0,1,1,560.5,1,2.0,1.0,1.0,0.0
4989,26-100,1,0,2,1,0.0,60.0,0,1,1180.0,1,0.0,0.0,0.0,0.0
4991,26-100,1,0,2,1,0.0,60.0,1,1,100.0,1,0.0,0.0,0.0,0.0
4992,1-25,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
4994,1-25,1,1,1,0,0.0,60.0,0,1,6307.2,5,0.0,0.0,0.0,0.0
4999,26-100,1,0,1,0,0.0,60.0,0,1,634.8199999999999,3,0.0,1.0,1.0,0.0
5000,1-25,1,1,1,0,1.0,60.0,0,1,6476.0,4,3.0,1.0,5.0,1.0
5001,26-100,0,0,1,0,0.0,60.0,0,0,419.0,3,0.0,0.0,0.0,0.0
5002,101-500,0,1,2,1,2.0,60.0,0,0,398.0,2,11.0,2.0,5.0,5.0
5026,101-500,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
5027,1-25,0,0,2,1,1.0,60.0,0,0,499.0,3,0.0,0.0,0.0,0.0
5028,500-1000,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
5030,26-100,0,0,1,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
5031,101-500,0,0,1,0,0.0,60.0,0,0,299.0,2,1.0,1.0,1.0,1.0
5032,101-500,1,0,2,1,0.0,60.0,0,1,5900.0,1,0.0,0.0,0.0,0.0
5033,1-25,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
5034,101-500,0,0,2,1,0.0,60.0,0,0,1069.0,8,0.0,0.0,0.0,0.0
5035,500-1000,0,0,2,1,0.0,60.0,1,0,40.0,1,0.0,0.0,0.0,0.0
5036,500-1000,1,0,2,1,0.0,60.0,0,1,366.0,3,0.0,0.0,0.0,0.0
5037,101-500,1,0,2,1,0.0,60.0,1,1,218.0,2,0.0,0.0,0.0,0.0
5038,1-25,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5039,1-25,0,0,2,1,0.0,60.0,0,0,183.0,3,0.0,0.0,0.0,0.0
5040,1-25,1,0,2,1,0.0,60.0,0,1,177.0,2,0.0,0.0,0.0,0.0
5041,26-100,0,0,2,1,0.0,60.0,0,0,100.0,1,0.0,0.0,0.0,0.0
5042,101-500,1,0,2,1,0.0,60.0,0,1,177.0,1,0.0,0.0,0.0,0.0
5043,26-100,0,0,2,1,0.0,60.0,0,0,150.0,1,0.0,0.0,0.0,0.0
5044,26-100,1,0,2,1,0.0,60.0,0,1,100.0,1,0.0,0.0,0.0,0.0
5045,26-100,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,11.0,0.0
5046,101-500,1,0,2,1,0.0,60.0,0,1,118.0,1,0.0,0.0,0.0,0.0
5047,1-25,0,0,2,1,0.0,60.0,1,0,100.0,1,0.0,0.0,0.0,0.0
5048,26-100,1,1,2,1,0.0,60.0,0,1,11800.0,1,2.0,1.0,2.0,1.0
5049,26-100,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
5050,26-100,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
5051,101-500,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
5052,26-100,0,0,2,1,0.0,60.0,0,0,1.0,1,0.0,0.0,0.0,0.0
5053,101-500,0,0,2,1,0.0,60.0,0,0,500.0,1,0.0,0.0,0.0,0.0
5054,26-100,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
5055,26-100,1,0,2,1,0.0,60.0,1,1,11810.0,2,1.0,1.0,1.0,1.0
5056,1-25,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
5057,1-25,0,0,2,1,0.0,60.0,0,0,199.0,1,1.0,1.0,11.0,0.0
5058,101-500,1,1,2,1,3.0,60.0,0,1,11918.0,2,52.0,8.0,5.0,14.0
5059,26-100,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,0.0,0.0
5060,1-25,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,1.0,0.0
5061,26-100,1,1,2,0,0.0,60.0,0,1,248.98,3,0.0,0.0,1.0,0.0
5063,26-100,1,0,2,1,0.0,60.0,0,1,11800.0,1,0.0,0.0,1.0,0.0
5064,26-100,1,0,2,1,0.0,60.0,0,1,236.0,1,0.0,0.0,1.0,0.0
5065,500-1000,0,0,2,1,0.0,60.0,1,0,90.0,1,0.0,0.0,0.0,0.0
5066,1-25,1,0,2,1,0.0,60.0,1,1,90.0,1,0.0,0.0,0.0,0.0
5068,1-25,0,0,2,1,0.0,60.0,0,0,199.0,1,0.0,0.0,0.0,0.0
5069,1-25,1,0,2,1,1.0,60.0,1,1,23600.0,2,0.0,0.0,2.0,0.0
5070,1-25,1,1,2,1,1.0,60.0,0,1,590.0,1,0.0,0.0,0.0,0.0
5071,1-25,1,0,2,1,0.0,60.0,0,1,590.0,1,0.0,1.0,0.0,0.0
5072,1-25,1,0,2,1,0.0,60.0,0,1,236.0,1,0.0,0.0,0.0,0.0
5073,101-500,0,1,2,1,7.0,60.0,0,0,100.0,1,5.0,1.0,2.0,4.0
5080,26-100,0,0,2,1,1.0,60.0,1,0,200.0,2,0.0,0.0,0.0,0.0
5081,1-25,1,0,2,1,2.0,60.0,1,1,236.0,1,0.0,0.0,0.0,0.0
5090,26-100,1,1,2,1,1.0,60.0,0,1,11941.6,2,0.0,1.0,6.0,0.0
5092,1-25,1,0,2,1,0.0,60.0,1,1,236.0,1,0.0,0.0,0.0,0.0
5096,101-500,1,0,2,1,0.0,60.0,1,1,236.0,1,0.0,0.0,0.0,0.0
5101,26-100,1,0,2,1,0.0,60.0,0,1,12980.0,2,1.0,1.0,1.0,1.0
5102,101-500,0,0,2,1,0.0,60.0,1,0,199.0,1,0.0,0.0,0.0,0.0
5103,26-100,1,0,2,1,0.0,60.0,0,1,236.0,1,0.0,0.0,0.0,0.0
5104,101-500,1,0,2,1,1.0,60.0,1,1,11800.0,1,0.0,0.0,0.0,0.0
5106,26-100,1,0,2,0,1.0,60.0,1,1,6236.0,3,1.0,1.0,1.0,0.0
5109,1-25,1,1,2,1,1.0,60.0,0,1,234.82,1,4.0,1.0,1.0,2.0
5112,101-500,1,0,2,1,1.0,60.0,1,1,11800.0,1,1.0,1.0,1.0,0.0
5114,101-500,1,0,2,1,1.0,60.0,1,1,11800.0,1,0.0,0.0,0.0,0.0
5117,26-100,1,1,2,1,1.0,60.0,0,1,470.82,2,0.0,0.0,0.0,0.0
5118,1-25,1,0,2,1,0.0,60.0,0,1,469.64,2,0.0,0.0,0.0,0.0
5119,26-100,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5121,101-500,1,0,2,1,0.0,60.0,0,1,352.82,2,0.0,1.0,0.0,0.0
5123,26-100,1,0,2,1,0.0,60.0,0,1,234.82,1,3.0,0.0,14.0,0.0
5124,26-100,0,0,2,1,0.0,60.0,0,0,5.0,1,0.0,0.0,0.0,0.0
5125,1-25,1,1,2,0,1.0,60.0,1,1,6000.0,2,0.0,0.0,0.0,0.0
5127,101-500,1,0,2,1,1.0,60.0,1,1,11800.0,1,9.0,2.0,2.0,2.0
5130,101-500,1,0,2,1,0.0,60.0,1,1,11918.0,2,0.0,0.0,1.0,0.0
5131,26-100,1,0,2,0,1.0,60.0,1,1,11900.0,2,2.0,1.0,1.0,0.0
5134,101-500,1,0,2,1,2.0,60.0,0,1,234.82,1,0.0,1.0,1.0,0.0
5137,101-500,1,0,2,1,0.0,60.0,0,1,100.0,1,0.0,0.0,0.0,0.0
5138,26-100,1,0,2,1,0.0,60.0,1,1,5900.0,1,0.0,0.0,0.0,0.0
5139,1-25,1,0,2,0,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5140,1-25,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5141,1-25,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5142,1-25,1,0,2,1,0.0,60.0,0,1,6134.82,2,0.0,0.0,0.0,0.0
5143,26-100,1,0,2,1,0.0,60.0,0,1,246.62,2,0.0,0.0,0.0,0.0
5145,101-500,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5146,26-100,0,0,2,1,0.0,60.0,0,0,222.0,1,0.0,0.0,0.0,0.0
5147,26-100,0,0,2,0,0.0,60.0,0,0,34.0,2,0.0,0.0,0.0,0.0
5148,101-500,1,0,2,1,2.0,60.0,1,1,11800.0,1,2.0,4.0,2.0,0.0
5149,500-1000,1,1,2,0,2.0,60.0,0,1,1940.82,6,0.0,1.0,12.0,0.0
5150,26-100,1,0,2,0,1.0,60.0,1,1,12136.0,3,1.0,1.0,1.0,1.0
5151,1-25,1,0,2,1,0.0,60.0,0,1,100.0,1,0.0,0.0,0.0,0.0
5160,101-500,1,0,2,1,1.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5163,1-25,0,0,2,1,0.0,60.0,0,0,0.0,1,0.0,0.0,0.0,0.0
5164,1-25,1,0,2,1,0.0,60.0,1,1,11800.0,1,0.0,1.0,3.0,0.0
5165,More than 1000,1,0,2,1,0.0,60.0,0,1,199.0,1,0.0,0.0,4.0,0.0
5166,26-100,0,1,2,1,2.0,60.0,0,0,4932.0,8,0.0,0.0,2.0,0.0
5169,101-500,1,1,1,0,1.0,60.0,1,1,659.6,4,0.0,0.0,0.0,0.0
5174,101-500,1,1,2,0,1.0,60.0,1,1,6340.0,3,0.0,0.0,0.0,0.0
5176,26-100,1,0,2,0,0.0,60.0,1,1,7122.0,2,0.0,0.0,0.0,0.0
5178,101-500,1,0,2,1,0.0,60.0,1,1,199.0,1,0.0,0.0,0.0,0.0
5179,500-1000,1,0,2,1,0.0,60.0,0,1,756.0,3,0.0,0.0,0.0,0.0
5180,26-100,1,0,2,1,1.0,60.0,1,1,11800.0,1,2.0,2.0,1.0,0.0
5181,101-500,1,0,2,1,0.0,60.0,1,1,11800.0,1,0.0,0.0,0.0,0.0
5183,1-25,1,0,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,0.0,0.0
5184,101-500,1,0,2,1,1.0,60.0,1,1,6134.82,2,0.0,0.0,0.0,0.0
5186,26-100,1,0,2,1,1.0,60.0,1,1,77404.46,13,0.0,0.0,0.0,0.0
5188,101-500,1,0,2,1,1.0,60.0,1,1,11800.0,1,0.0,0.0,0.0,0.0
5190,101-500,1,0,2,1,4.0,60.0,1,1,5900.0,1,0.0,0.0,0.0,0.0
5191,26-100,1,0,2,1,3.0,60.0,0,1,469.64,2,0.0,0.0,0.0,0.0
5193,101-500,0,1,2,1,4.0,60.0,1,0,6404.0,9,0.0,2.0,4.0,0.0
5201,26-100,1,0,2,1,1.0,60.0,1,1,12100.0,2,19.0,2.0,1.0,1.0
5204,26-100,1,0,2,1,0.0,60.0,1,1,12034.82,2,0.0,0.0,0.0,0.0
5205,500-1000,1,0,2,1,0.0,60.0,0,1,433.82,2,0.0,0.0,0.0,0.0
5206,1-25,1,0,2,1,0.0,60.0,0,1,12034.82,2,0.0,0.0,0.0,0.0
5207,101-500,1,0,2,1,0.0,60.0,0,1,469.64,2,0.0,0.0,0.0,0.0
5208,101-500,1,0,2,1,0.0,60.0,1,1,11800.0,1,0.0,0.0,0.0,0.0
5212,101-500,1,0,2,1,0.0,60.0,1,1,6134.82,2,0.0,0.0,0.0,0.0
5213,101-500,1,1,2,1,1.0,60.0,1,1,5900.0,1,0.0,0.0,0.0,0.0
5215,26-100,1,1,2,1,0.0,60.0,0,1,234.82,1,0.0,0.0,1.0,0.0
5216,1-25,0,1,1,1,1.0,60.0,0,0,796.0,4,0.0,0.0,0.0,0.0
