catcher_id,wallet_sum,subscription_type,plan_type,is_unlimited
1356,100.0,0,0,0
1357,100.0,0,0,0
1358,100.0,0,0,0
1359,100.0,0,0,0
1361,1500.0,0,1,0
1363,100.0,0,0,0
1364,20.0,0,0,0
1365,0.0,0,0,0
1366,1500.0,0,1,0
1367,200.0,0,0,0
1368,0.0,0,0,0
1369,91.0,0,0,0
1371,107.0,0,0,0
1372,78.0,0,0,1
1373,210.0,0,0,0
1375,1500.0,0,1,0
1376,4000.0,0,1,0
1377,100.0,0,0,0
1394,0.0,0,0,0
1395,100.0,0,0,0
1396,0.0,0,0,0
1400,0.0,0,0,0
1401,0.0,0,0,0
1402,100.0,0,0,0
1403,0.0,0,0,0
1404,1194.0,0,0,0
1405,1100.0,0,0,0
1406,122.0,0,0,0
1407,100.0,0,0,0
1408,0.0,0,0,0
1409,0.0,0,0,0
1410,292.0,0,0,0
1411,0.0,0,0,0
1412,81.0,0,0,0
1413,100.0,0,0,0
1414,100.0,0,0,0
1417,1500.0,0,1,0
1418,1500.0,0,1,0
1419,1500.0,0,1,0
1420,1500.0,0,1,0
1421,1500.0,0,1,0
1422,1100.0,0,0,0
1423,1500.0,0,1,0
1424,1500.0,0,1,0
1425,1500.0,0,1,0
1426,1500.0,0,1,0
1427,1500.0,0,1,0
1428,1500.0,0,1,0
1429,1500.0,0,1,0
1430,1495.5,0,1,0
1431,1100.0,0,0,0
1432,100.0,0,0,0
1433,1500.0,0,1,0
1434,4000.0,0,1,0
1435,550.0,0,0,0
1436,550.0,0,0,0
1437,550.0,0,0,0
1438,550.0,0,0,0
1439,200.0,0,0,0
1440,100.0,0,0,0
1441,1500.0,0,1,0
1443,550.0,0,0,0
1444,1500.0,0,1,0
1445,550.0,0,0,0
1446,4000.0,0,1,0
1447,4000.0,0,1,0
1448,4000.0,0,1,0
1449,550.0,0,0,0
1450,550.0,0,0,0
1451,550.0,0,0,0
1452,1500.0,0,1,0
1453,1500.0,0,1,0
1454,1500.0,0,1,0
1455,1500.0,0,1,0
1458,1500.0,0,1,0
1459,1500.0,0,1,0
1460,1500.0,0,1,0
1461,1500.0,0,1,0
1462,1500.0,0,1,0
1463,1500.0,0,1,0
1464,1500.0,0,1,0
1465,1500.0,0,1,0
1466,1500.0,0,1,0
1467,1500.0,0,1,0
1468,750.0,0,0,0
1469,1500.0,0,1,0
1470,1500.0,0,1,0
1471,1500.0,0,1,0
1472,1611.0,0,1,0
1477,100.0,0,0,0
1478,550.0,0,0,0
