jobma_catcher_id,company_size,is_premium,subscription_status,jobma_catcher_status,sub_users,wallet_amount,is_unlimited,plan_type,subscription_sum,subscription_count,invitations,pre_recorded_kit_counts,number_of_jobs_posted,pre_rec_interview_taken,days_since_login
3369,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1739
3370,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1739
3371,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1739
3372,26-100,1,2,1,0,60.0,1,1,1.4,1,0,0,0,0,1739
3373,1-25,0,2,1,0,60.0,0,1,3.7,2,0,0,0,0,1739
3374,26-100,1,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1739
3375,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1739
3376,1-25,1,2,1,0,60.0,1,1,138.8,1,0,0,0,0,1739
3377,26-100,1,2,1,0,60.0,0,1,1.2,1,0,0,0,0,1739
3378,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,0
3379,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,1738
3380,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,1738
3381,1-25,1,2,1,0,60.0,1,1,117.6,1,0,0,0,0,0
3382,1-25,1,2,1,0,60.0,1,1,120.3,4,0,0,0,0,1738
3383,1-25,1,2,1,0,60.0,1,1,1.2,1,0,0,0,0,1738
3384,1-25,0,2,1,1,60.0,0,1,13.1,2,5,1,1,0,1738
3389,101-500,1,2,1,0,60.0,1,0,11.8,1,0,0,0,0,1736
3390,26-100,1,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1736
3394,26-100,0,2,1,1,60.0,0,1,16.2,2,53,2,2,1,1729
3395,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1733
3396,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1733
3397,1-25,1,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1733
3400,1-25,0,2,1,0,60.0,0,1,0.3,1,0,0,0,0,1731
3401,26-100,1,1,1,0,60.0,0,0,4.1,2,0,0,0,0,1731
3402,26-100,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1731
3403,101-500,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1731
3404,26-100,0,2,1,0,60.0,0,1,13.9,1,0,0,0,0,1731
3405,1-25,0,2,1,0,60.0,0,0,2.3,1,0,0,0,0,1731
3406,26-100,0,2,1,0,60.0,0,1,0.0,1,0,0,0,0,1731
3407,26-100,1,2,1,0,60.0,0,0,1.4,1,0,0,0,0,1731
3410,26-100,0,2,1,0,60.0,0,0,0.0,1,0,0,0,0,1729
3412,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1727
3413,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,0
3414,26-100,1,2,1,0,60.0,0,0,1.2,1,0,0,0,0,1727
3415,26-100,1,2,1,0,60.0,0,0,1.2,1,2,1,1,0,1727
3417,1-25,1,2,1,0,60.0,0,1,13.9,1,4,2,6,1,1701
3418,1-25,1,2,1,0,60.0,0,1,138.8,1,0,0,0,0,1712
3419,1-25,1,2,1,0,60.0,0,1,588.2,1,0,0,0,0,1712
3420,1-25,1,2,1,0,60.0,1,1,138.8,1,0,0,0,0,1712
3424,26-100,0,2,1,0,60.0,0,1,1.3,1,0,0,0,0,1711
3425,1-25,1,2,1,0,60.0,0,1,5.9,1,0,0,0,0,1711
